trading_step,ds,split
1152,2014-08-01,Train
1153,2014-08-04,Train
1154,2014-08-05,Train
1155,2014-08-06,Train
1156,2014-08-07,Train
1157,2014-08-08,Train
1158,2014-08-11,Train
1159,2014-08-12,Train
1160,2014-08-13,Train
1161,2014-08-14,Train
1162,2014-08-15,Train
1163,2014-08-18,Train
1164,2014-08-19,Train
1165,2014-08-20,Train
1166,2014-08-21,Train
1167,2014-08-22,Train
1168,2014-08-25,Train
1169,2014-08-26,Train
1170,2014-08-27,Train
1171,2014-08-28,Train
1172,2014-08-29,Train
1173,2014-09-02,Train
1174,2014-09-03,Train
1175,2014-09-04,Train
1176,2014-09-05,Train
1177,2014-09-08,Train
1178,2014-09-09,Train
1179,2014-09-10,Train
1180,2014-09-11,Train
1181,2014-09-12,Train
1182,2014-09-15,Train
1183,2014-09-16,Train
1184,2014-09-17,Train
1185,2014-09-18,Train
1186,2014-09-19,Train
1187,2014-09-22,Train
1188,2014-09-23,Train
1189,2014-09-24,Train
1190,2014-09-25,Train
1191,2014-09-26,Train
1192,2014-09-29,Train
1193,2014-09-30,Train
1194,2014-10-01,Train
1195,2014-10-02,Train
1196,2014-10-03,Train
1197,2014-10-06,Train
1198,2014-10-07,Train
1199,2014-10-08,Train
1200,2014-10-09,Train
1201,2014-10-10,Train
1202,2014-10-13,Train
1203,2014-10-14,Train
1204,2014-10-15,Train
1205,2014-10-16,Train
1206,2014-10-17,Train
1207,2014-10-20,Train
1208,2014-10-21,Train
1209,2014-10-22,Train
1210,2014-10-23,Train
1211,2014-10-24,Train
1212,2014-10-27,Train
1213,2014-10-28,Train
1214,2014-10-29,Train
1215,2014-10-30,Train
1216,2014-10-31,Train
1217,2014-11-03,Train
1218,2014-11-04,Train
1219,2014-11-05,Train
1220,2014-11-06,Train
1221,2014-11-07,Train
1222,2014-11-10,Train
1223,2014-11-11,Train
1224,2014-11-12,Train
1225,2014-11-13,Train
1226,2014-11-14,Train
1227,2014-11-17,Train
1228,2014-11-18,Train
1229,2014-11-19,Train
1230,2014-11-20,Train
1231,2014-11-21,Train
1232,2014-11-24,Train
1233,2014-11-25,Train
1234,2014-11-26,Train
1235,2014-11-28,Train
1236,2014-12-01,Train
1237,2014-12-02,Train
1238,2014-12-03,Train
1239,2014-12-04,Train
1240,2014-12-05,Train
1241,2014-12-08,Train
1242,2014-12-09,Train
1243,2014-12-10,Train
1244,2014-12-11,Train
1245,2014-12-12,Train
1246,2014-12-15,Train
1247,2014-12-16,Train
1248,2014-12-17,Train
1249,2014-12-18,Train
1250,2014-12-19,Train
1251,2014-12-22,Train
1252,2014-12-23,Train
1253,2014-12-24,Train
1254,2014-12-26,Train
1255,2014-12-29,Train
1256,2014-12-30,Train
1257,2014-12-31,Train
1258,2015-01-02,Train
1259,2015-01-05,Train
1260,2015-01-06,Train
1261,2015-01-07,Train
1262,2015-01-08,Train
1263,2015-01-09,Train
1264,2015-01-12,Train
1265,2015-01-13,Train
1266,2015-01-14,Train
1267,2015-01-15,Train
1268,2015-01-16,Train
1269,2015-01-20,Train
1270,2015-01-21,Train
1271,2015-01-22,Train
1272,2015-01-23,Train
1273,2015-01-26,Train
1274,2015-01-27,Train
1275,2015-01-28,Train
1276,2015-01-29,Train
1277,2015-01-30,Train
1278,2015-02-02,Train
1279,2015-02-03,Train
1280,2015-02-04,Train
1281,2015-02-05,Train
1282,2015-02-06,Train
1283,2015-02-09,Train
1284,2015-02-10,Train
1285,2015-02-11,Train
1286,2015-02-12,Train
1287,2015-02-13,Train
1288,2015-02-17,Train
1289,2015-02-18,Train
1290,2015-02-19,Train
1291,2015-02-20,Train
1292,2015-02-23,Train
1293,2015-02-24,Train
1294,2015-02-25,Train
1295,2015-02-26,Train
1296,2015-02-27,Train
1297,2015-03-02,Train
1298,2015-03-03,Train
1299,2015-03-04,Train
1300,2015-03-05,Train
1301,2015-03-06,Train
1302,2015-03-09,Train
1303,2015-03-10,Train
1304,2015-03-11,Train
1305,2015-03-12,Train
1306,2015-03-13,Train
1307,2015-03-16,Train
1308,2015-03-17,Train
1309,2015-03-18,Train
1310,2015-03-19,Train
1311,2015-03-20,Train
1312,2015-03-23,Train
1313,2015-03-24,Train
1314,2015-03-25,Train
1315,2015-03-26,Train
1316,2015-03-27,Train
1317,2015-03-30,Train
1318,2015-03-31,Train
1319,2015-04-01,Train
1320,2015-04-02,Train
1321,2015-04-06,Train
1322,2015-04-07,Train
1323,2015-04-08,Train
1324,2015-04-09,Train
1325,2015-04-10,Train
1326,2015-04-13,Train
1327,2015-04-14,Train
1328,2015-04-15,Train
1329,2015-04-16,Train
1330,2015-04-17,Train
1331,2015-04-20,Train
1332,2015-04-21,Train
1333,2015-04-22,Train
1334,2015-04-23,Train
1335,2015-04-24,Train
1336,2015-04-27,Train
1337,2015-04-28,Train
1338,2015-04-29,Train
1339,2015-04-30,Train
1340,2015-05-01,Train
1341,2015-05-04,Train
1342,2015-05-05,Train
1343,2015-05-06,Train
1344,2015-05-07,Train
1345,2015-05-08,Train
1346,2015-05-11,Train
1347,2015-05-12,Train
1348,2015-05-13,Train
1349,2015-05-14,Train
1350,2015-05-15,Train
1351,2015-05-18,Train
1352,2015-05-19,Train
1353,2015-05-20,Train
1354,2015-05-21,Train
1355,2015-05-22,Train
1356,2015-05-26,Train
1357,2015-05-27,Train
1358,2015-05-28,Train
1359,2015-05-29,Train
1360,2015-06-01,Train
1361,2015-06-02,Train
1362,2015-06-03,Train
1363,2015-06-04,Train
1364,2015-06-05,Train
1365,2015-06-08,Train
1366,2015-06-09,Train
1367,2015-06-10,Train
1368,2015-06-11,Train
1369,2015-06-12,Train
1370,2015-06-15,Train
1371,2015-06-16,Train
1372,2015-06-17,Train
1373,2015-06-18,Train
1374,2015-06-19,Train
1375,2015-06-22,Train
1376,2015-06-23,Train
1377,2015-06-24,Train
1378,2015-06-25,Train
1379,2015-06-26,Train
1380,2015-06-29,Train
1381,2015-06-30,Train
1382,2015-07-01,Train
1383,2015-07-02,Train
1384,2015-07-06,Train
1385,2015-07-07,Train
1386,2015-07-08,Train
1387,2015-07-09,Train
1388,2015-07-10,Train
1389,2015-07-13,Train
1390,2015-07-14,Train
1391,2015-07-15,Train
1392,2015-07-16,Train
1393,2015-07-17,Train
1394,2015-07-20,Train
1395,2015-07-21,Train
1396,2015-07-22,Train
1397,2015-07-23,Train
1398,2015-07-24,Train
1399,2015-07-27,Train
1400,2015-07-28,Train
1401,2015-07-29,Train
1402,2015-07-30,Train
1403,2015-07-31,Train
1404,2015-08-03,Train
1405,2015-08-04,Train
1406,2015-08-05,Train
1407,2015-08-06,Train
1408,2015-08-07,Train
1409,2015-08-10,Train
1410,2015-08-11,Train
1411,2015-08-12,Train
1412,2015-08-13,Train
1413,2015-08-14,Train
1414,2015-08-17,Train
1415,2015-08-18,Train
1416,2015-08-19,Train
1417,2015-08-20,Train
1418,2015-08-21,Train
1419,2015-08-24,Train
1420,2015-08-25,Train
1421,2015-08-26,Train
1422,2015-08-27,Train
1423,2015-08-28,Train
1424,2015-08-31,Train
1425,2015-09-01,Train
1426,2015-09-02,Train
1427,2015-09-03,Train
1428,2015-09-04,Train
1429,2015-09-08,Train
1430,2015-09-09,Train
1431,2015-09-10,Train
1432,2015-09-11,Train
1433,2015-09-14,Train
1434,2015-09-15,Train
1435,2015-09-16,Train
1436,2015-09-17,Train
1437,2015-09-18,Train
1438,2015-09-21,Train
1439,2015-09-22,Train
1440,2015-09-23,Train
1441,2015-09-24,Train
1442,2015-09-25,Train
1443,2015-09-28,Train
1444,2015-09-29,Train
1445,2015-09-30,Train
1446,2015-10-01,Train
1447,2015-10-02,Train
1448,2015-10-05,Train
1449,2015-10-06,Train
1450,2015-10-07,Train
1451,2015-10-08,Train
1452,2015-10-09,Train
1453,2015-10-12,Train
1454,2015-10-13,Train
1455,2015-10-14,Train
1456,2015-10-15,Train
1457,2015-10-16,Train
1458,2015-10-19,Train
1459,2015-10-20,Train
1460,2015-10-21,Train
1461,2015-10-22,Train
1462,2015-10-23,Train
1463,2015-10-26,Train
1464,2015-10-27,Train
1465,2015-10-28,Train
1466,2015-10-29,Train
1467,2015-10-30,Train
1468,2015-11-02,Train
1469,2015-11-03,Train
1470,2015-11-04,Train
1471,2015-11-05,Train
1472,2015-11-06,Train
1473,2015-11-09,Train
1474,2015-11-10,Train
1475,2015-11-11,Train
1476,2015-11-12,Train
1477,2015-11-13,Train
1478,2015-11-16,Train
1479,2015-11-17,Train
1480,2015-11-18,Train
1481,2015-11-19,Train
1482,2015-11-20,Train
1483,2015-11-23,Train
1484,2015-11-24,Train
1485,2015-11-25,Train
1486,2015-11-27,Train
1487,2015-11-30,Train
1488,2015-12-01,Train
1489,2015-12-02,Train
1490,2015-12-03,Train
1491,2015-12-04,Train
1492,2015-12-07,Train
1493,2015-12-08,Train
1494,2015-12-09,Train
1495,2015-12-10,Train
1496,2015-12-11,Train
1497,2015-12-14,Train
1498,2015-12-15,Train
1499,2015-12-16,Train
1500,2015-12-17,Train
1501,2015-12-18,Train
1502,2015-12-21,Train
1503,2015-12-22,Train
1504,2015-12-23,Train
1505,2015-12-24,Train
1506,2015-12-28,Train
1507,2015-12-29,Train
1508,2015-12-30,Train
1509,2015-12-31,Train
1510,2016-01-04,Train
1511,2016-01-05,Train
1512,2016-01-06,Train
1513,2016-01-07,Train
1514,2016-01-08,Train
1515,2016-01-11,Train
1516,2016-01-12,Train
1517,2016-01-13,Train
1518,2016-01-14,Train
1519,2016-01-15,Train
1520,2016-01-19,Train
1521,2016-01-20,Train
1522,2016-01-21,Train
1523,2016-01-22,Train
1524,2016-01-25,Train
1525,2016-01-26,Train
1526,2016-01-27,Train
1527,2016-01-28,Train
1528,2016-01-29,Train
1529,2016-02-01,Train
1530,2016-02-02,Train
1531,2016-02-03,Train
1532,2016-02-04,Train
1533,2016-02-05,Train
1534,2016-02-08,Train
1535,2016-02-09,Train
1536,2016-02-10,Train
1537,2016-02-11,Train
1538,2016-02-12,Train
1539,2016-02-16,Train
1540,2016-02-17,Train
1541,2016-02-18,Train
1542,2016-02-19,Train
1543,2016-02-22,Train
1544,2016-02-23,Train
1545,2016-02-24,Train
1546,2016-02-25,Train
1547,2016-02-26,Train
1548,2016-02-29,Train
1549,2016-03-01,Train
1550,2016-03-02,Train
1551,2016-03-03,Train
1552,2016-03-04,Train
1553,2016-03-07,Train
1554,2016-03-08,Train
1555,2016-03-09,Train
1556,2016-03-10,Train
1557,2016-03-11,Train
1558,2016-03-14,Train
1559,2016-03-15,Train
1560,2016-03-16,Train
1561,2016-03-17,Train
1562,2016-03-18,Train
1563,2016-03-21,Train
1564,2016-03-22,Train
1565,2016-03-23,Train
1566,2016-03-24,Train
1567,2016-03-28,Train
1568,2016-03-29,Train
1569,2016-03-30,Train
1570,2016-03-31,Train
1571,2016-04-01,Train
1572,2016-04-04,Train
1573,2016-04-05,Train
1574,2016-04-06,Train
1575,2016-04-07,Train
1576,2016-04-08,Train
1577,2016-04-11,Train
1578,2016-04-12,Train
1579,2016-04-13,Train
1580,2016-04-14,Train
1581,2016-04-15,Train
1582,2016-04-18,Train
1583,2016-04-19,Train
1584,2016-04-20,Train
1585,2016-04-21,Train
1586,2016-04-22,Train
1587,2016-04-25,Train
1588,2016-04-26,Train
1589,2016-04-27,Train
1590,2016-04-28,Train
1591,2016-04-29,Train
1592,2016-05-02,Train
1593,2016-05-03,Train
1594,2016-05-04,Train
1595,2016-05-05,Train
1596,2016-05-06,Train
1597,2016-05-09,Train
1598,2016-05-10,Train
1599,2016-05-11,Train
1600,2016-05-12,Train
1601,2016-05-13,Train
1602,2016-05-16,Train
1603,2016-05-17,Train
1604,2016-05-18,Train
1605,2016-05-19,Train
1606,2016-05-20,Train
1607,2016-05-23,Train
1608,2016-05-24,Train
1609,2016-05-25,Train
1610,2016-05-26,Train
1611,2016-05-27,Train
1612,2016-05-31,Train
1613,2016-06-01,Train
1614,2016-06-02,Train
1615,2016-06-03,Train
1616,2016-06-06,Train
1617,2016-06-07,Train
1618,2016-06-08,Train
1619,2016-06-09,Train
1620,2016-06-10,Train
1621,2016-06-13,Train
1622,2016-06-14,Train
1623,2016-06-15,Train
1624,2016-06-16,Train
1625,2016-06-17,Train
1626,2016-06-20,Train
1627,2016-06-21,Train
1628,2016-06-22,Train
1629,2016-06-23,Train
1630,2016-06-24,Train
1631,2016-06-27,Train
1632,2016-06-28,Train
1633,2016-06-29,Train
1634,2016-06-30,Train
1635,2016-07-01,Train
1636,2016-07-05,Train
1637,2016-07-06,Train
1638,2016-07-07,Train
1639,2016-07-08,Train
1640,2016-07-11,Train
1641,2016-07-12,Train
1642,2016-07-13,Train
1643,2016-07-14,Train
1644,2016-07-15,Train
1645,2016-07-18,Train
1646,2016-07-19,Train
1647,2016-07-20,Train
1648,2016-07-21,Train
1649,2016-07-22,Train
1650,2016-07-25,Train
1651,2016-07-26,Train
1652,2016-07-27,Train
1653,2016-07-28,Train
1654,2016-07-29,Train
1655,2016-08-01,Train
1656,2016-08-02,Train
1657,2016-08-03,Train
1658,2016-08-04,Train
1659,2016-08-05,Train
1660,2016-08-08,Train
1661,2016-08-09,Train
1662,2016-08-10,Train
1663,2016-08-11,Train
1664,2016-08-12,Train
1665,2016-08-15,Train
1666,2016-08-16,Train
1667,2016-08-17,Train
1668,2016-08-18,Train
1669,2016-08-19,Train
1670,2016-08-22,Train
1671,2016-08-23,Train
1672,2016-08-24,Train
1673,2016-08-25,Train
1674,2016-08-26,Train
1675,2016-08-29,Train
1676,2016-08-30,Train
1677,2016-08-31,Train
1678,2016-09-01,Train
1679,2016-09-02,Train
1680,2016-09-06,Train
1681,2016-09-07,Train
1682,2016-09-08,Train
1683,2016-09-09,Train
1684,2016-09-12,Train
1685,2016-09-13,Train
1686,2016-09-14,Train
1687,2016-09-15,Train
1688,2016-09-16,Train
1689,2016-09-19,Train
1690,2016-09-20,Train
1691,2016-09-21,Train
1692,2016-09-22,Train
1693,2016-09-23,Train
1694,2016-09-26,Train
1695,2016-09-27,Train
1696,2016-09-28,Train
1697,2016-09-29,Train
1698,2016-09-30,Train
1699,2016-10-03,Train
1700,2016-10-04,Train
1701,2016-10-05,Train
1702,2016-10-06,Train
1703,2016-10-07,Train
1704,2016-10-10,Train
1705,2016-10-11,Train
1706,2016-10-12,Train
1707,2016-10-13,Train
1708,2016-10-14,Train
1709,2016-10-17,Train
1710,2016-10-18,Train
1711,2016-10-19,Train
1712,2016-10-20,Train
1713,2016-10-21,Train
1714,2016-10-24,Train
1715,2016-10-25,Train
1716,2016-10-26,Train
1717,2016-10-27,Train
1718,2016-10-28,Train
1719,2016-10-31,Train
1720,2016-11-01,Train
1721,2016-11-02,Train
1722,2016-11-03,Train
1723,2016-11-04,Train
1724,2016-11-07,Train
1725,2016-11-08,Train
1726,2016-11-09,Train
1727,2016-11-10,Train
1728,2016-11-11,Train
1729,2016-11-14,Train
1730,2016-11-15,Train
1731,2016-11-16,Train
1732,2016-11-17,Train
1733,2016-11-18,Train
1734,2016-11-21,Train
1735,2016-11-22,Train
1736,2016-11-23,Train
1737,2016-11-25,Train
1738,2016-11-28,Train
1739,2016-11-29,Train
1740,2016-11-30,Train
1741,2016-12-01,Train
1742,2016-12-02,Train
1743,2016-12-05,Train
1744,2016-12-06,Train
1745,2016-12-07,Train
1746,2016-12-08,Train
1747,2016-12-09,Train
1748,2016-12-12,Train
1749,2016-12-13,Train
1750,2016-12-14,Train
1751,2016-12-15,Train
1752,2016-12-16,Train
1753,2016-12-19,Train
1754,2016-12-20,Train
1755,2016-12-21,Train
1756,2016-12-22,Train
1757,2016-12-23,Train
1758,2016-12-27,Train
1759,2016-12-28,Train
1760,2016-12-29,Train
1761,2016-12-30,Train
1762,2017-01-03,Train
1763,2017-01-04,Train
1764,2017-01-05,Train
1765,2017-01-06,Train
1766,2017-01-09,Train
1767,2017-01-10,Train
1768,2017-01-11,Train
1769,2017-01-12,Train
1770,2017-01-13,Train
1771,2017-01-17,Train
1772,2017-01-18,Train
1773,2017-01-19,Train
1774,2017-01-20,Train
1775,2017-01-23,Train
1776,2017-01-24,Train
1777,2017-01-25,Train
1778,2017-01-26,Train
1779,2017-01-27,Train
1780,2017-01-30,Train
1781,2017-01-31,Train
1782,2017-02-01,Train
1783,2017-02-02,Train
1784,2017-02-03,Train
1785,2017-02-06,Train
1786,2017-02-07,Train
1787,2017-02-08,Train
1788,2017-02-09,Train
1789,2017-02-10,Train
1790,2017-02-13,Train
1791,2017-02-14,Train
1792,2017-02-15,Train
1793,2017-02-16,Train
1794,2017-02-17,Train
1795,2017-02-21,Train
1796,2017-02-22,Train
1797,2017-02-23,Train
1798,2017-02-24,Train
1799,2017-02-27,Train
1800,2017-02-28,Train
1801,2017-03-01,Train
1802,2017-03-02,Train
1803,2017-03-03,Train
1804,2017-03-06,Train
1805,2017-03-07,Train
1806,2017-03-08,Train
1807,2017-03-09,Train
1808,2017-03-10,Train
1809,2017-03-13,Train
1810,2017-03-14,Train
1811,2017-03-15,Train
1812,2017-03-16,Train
1813,2017-03-17,Train
1814,2017-03-20,Train
1815,2017-03-21,Train
1816,2017-03-22,Train
1817,2017-03-23,Train
1818,2017-03-24,Train
1819,2017-03-27,Train
1820,2017-03-28,Train
1821,2017-03-29,Train
1822,2017-03-30,Train
1823,2017-03-31,Train
1824,2017-04-03,Train
1825,2017-04-04,Train
1826,2017-04-05,Train
1827,2017-04-06,Train
1828,2017-04-07,Train
1829,2017-04-10,Train
1830,2017-04-11,Train
1831,2017-04-12,Train
1832,2017-04-13,Train
1833,2017-04-17,Train
1834,2017-04-18,Train
1835,2017-04-19,Train
1836,2017-04-20,Train
1837,2017-04-21,Train
1838,2017-04-24,Train
1839,2017-04-25,Train
1840,2017-04-26,Train
1841,2017-04-27,Train
1842,2017-04-28,Train
1843,2017-05-01,Train
1844,2017-05-02,Train
1845,2017-05-03,Train
1846,2017-05-04,Train
1847,2017-05-05,Train
1848,2017-05-08,Train
1849,2017-05-09,Train
1850,2017-05-10,Train
1851,2017-05-11,Train
1852,2017-05-12,Train
1853,2017-05-15,Train
1854,2017-05-16,Train
1855,2017-05-17,Train
1856,2017-05-18,Train
1857,2017-05-19,Train
1858,2017-05-22,Train
1859,2017-05-23,Train
1860,2017-05-24,Train
1861,2017-05-25,Train
1862,2017-05-26,Train
1863,2017-05-30,Train
1864,2017-05-31,Train
1865,2017-06-01,Train
1866,2017-06-02,Train
1867,2017-06-05,Train
1868,2017-06-06,Train
1869,2017-06-07,Train
1870,2017-06-08,Train
1871,2017-06-09,Train
1872,2017-06-12,Train
1873,2017-06-13,Train
1874,2017-06-14,Train
1875,2017-06-15,Train
1876,2017-06-16,Train
1877,2017-06-19,Train
1878,2017-06-20,Train
1879,2017-06-21,Train
1880,2017-06-22,Train
1881,2017-06-23,Train
1882,2017-06-26,Train
1883,2017-06-27,Train
1884,2017-06-28,Train
1885,2017-06-29,Train
1886,2017-06-30,Train
1887,2017-07-03,Train
1888,2017-07-05,Train
1889,2017-07-06,Train
1890,2017-07-07,Train
1891,2017-07-10,Train
1892,2017-07-11,Train
1893,2017-07-12,Train
1894,2017-07-13,Train
1895,2017-07-14,Train
1896,2017-07-17,Train
1897,2017-07-18,Train
1898,2017-07-19,Train
1899,2017-07-20,Train
1900,2017-07-21,Train
1901,2017-07-24,Train
1902,2017-07-25,Train
1903,2017-07-26,Train
1904,2017-07-27,Train
1905,2017-07-28,Train
1906,2017-07-31,Train
1907,2017-08-01,Train
1908,2017-08-02,Train
1909,2017-08-03,Train
1910,2017-08-04,Train
1911,2017-08-07,Train
1912,2017-08-08,Train
1913,2017-08-09,Train
1914,2017-08-10,Train
1915,2017-08-11,Train
1916,2017-08-14,Train
1917,2017-08-15,Train
1918,2017-08-16,Train
1919,2017-08-17,Train
1920,2017-08-18,Train
1921,2017-08-21,Train
1922,2017-08-22,Train
1923,2017-08-23,Train
1924,2017-08-24,Train
1925,2017-08-25,Train
1926,2017-08-28,Train
1927,2017-08-29,Train
1928,2017-08-30,Train
1929,2017-08-31,Train
1930,2017-09-01,Train
1931,2017-09-05,Train
1932,2017-09-06,Train
1933,2017-09-07,Train
1934,2017-09-08,Train
1935,2017-09-11,Train
1936,2017-09-12,Train
1937,2017-09-13,Train
1938,2017-09-14,Train
1939,2017-09-15,Train
1940,2017-09-18,Train
1941,2017-09-19,Train
1942,2017-09-20,Train
1943,2017-09-21,Train
1944,2017-09-22,Train
1945,2017-09-25,Train
1946,2017-09-26,Train
1947,2017-09-27,Train
1948,2017-09-28,Train
1949,2017-09-29,Train
1950,2017-10-02,Train
1951,2017-10-03,Train
1952,2017-10-04,Train
1953,2017-10-05,Train
1954,2017-10-06,Train
1955,2017-10-09,Train
1956,2017-10-10,Train
1957,2017-10-11,Train
1958,2017-10-12,Train
1959,2017-10-13,Train
1960,2017-10-16,Train
1961,2017-10-17,Train
1962,2017-10-18,Train
1963,2017-10-19,Train
1964,2017-10-20,Train
1965,2017-10-23,Train
1966,2017-10-24,Train
1967,2017-10-25,Train
1968,2017-10-26,Train
1969,2017-10-27,Train
1970,2017-10-30,Train
1971,2017-10-31,Train
1972,2017-11-01,Train
1973,2017-11-02,Train
1974,2017-11-03,Train
1975,2017-11-06,Train
1976,2017-11-07,Train
1977,2017-11-08,Train
1978,2017-11-09,Train
1979,2017-11-10,Train
1980,2017-11-13,Train
1981,2017-11-14,Train
1982,2017-11-15,Train
1983,2017-11-16,Train
1984,2017-11-17,Train
1985,2017-11-20,Train
1986,2017-11-21,Train
1987,2017-11-22,Train
1988,2017-11-24,Train
1989,2017-11-27,Train
1990,2017-11-28,Train
1991,2017-11-29,Train
1992,2017-11-30,Train
1993,2017-12-01,Train
1994,2017-12-04,Train
1995,2017-12-05,Train
1996,2017-12-06,Train
1997,2017-12-07,Train
1998,2017-12-08,Train
1999,2017-12-11,Train
2000,2017-12-12,Train
2001,2017-12-13,Train
2002,2017-12-14,Train
2003,2017-12-15,Train
2004,2017-12-18,Train
2005,2017-12-19,Train
2006,2017-12-20,Train
2007,2017-12-21,Train
2008,2017-12-22,Train
2009,2017-12-26,Train
2010,2017-12-27,Train
2011,2017-12-28,Train
2012,2017-12-29,Train
2013,2018-01-02,Train
2014,2018-01-03,Train
2015,2018-01-04,Train
2016,2018-01-05,Train
2017,2018-01-08,Train
2018,2018-01-09,Train
2019,2018-01-10,Train
2020,2018-01-11,Train
2021,2018-01-12,Train
2022,2018-01-16,Train
2023,2018-01-17,Train
2024,2018-01-18,Train
2025,2018-01-19,Train
2026,2018-01-22,Train
2027,2018-01-23,Train
2028,2018-01-24,Train
2029,2018-01-25,Train
2030,2018-01-26,Train
2031,2018-01-29,Train
2032,2018-01-30,Train
2033,2018-01-31,Train
2034,2018-02-01,Train
2035,2018-02-02,Train
2036,2018-02-05,Train
2037,2018-02-06,Train
2038,2018-02-07,Train
2039,2018-02-08,Train
2040,2018-02-09,Train
2041,2018-02-12,Train
2042,2018-02-13,Train
2043,2018-02-14,Train
2044,2018-02-15,Train
2045,2018-02-16,Train
2046,2018-02-20,Train
2047,2018-02-21,Train
2048,2018-02-22,Train
2049,2018-02-23,Train
2050,2018-02-26,Train
2051,2018-02-27,Train
2052,2018-02-28,Train
2053,2018-03-01,Train
2054,2018-03-02,Train
2055,2018-03-05,Train
2056,2018-03-06,Train
2057,2018-03-07,Train
2058,2018-03-08,Train
2059,2018-03-09,Train
2060,2018-03-12,Train
2061,2018-03-13,Train
2062,2018-03-14,Train
2063,2018-03-15,Train
2064,2018-03-16,Train
2065,2018-03-19,Train
2066,2018-03-20,Train
2067,2018-03-21,Train
2068,2018-03-22,Train
2069,2018-03-23,Train
2070,2018-03-26,Train
2071,2018-03-27,Train
2072,2018-03-28,Train
2073,2018-03-29,Train
2074,2018-04-02,Train
2075,2018-04-03,Train
2076,2018-04-04,Train
2077,2018-04-05,Train
2078,2018-04-06,Train
2079,2018-04-09,Train
2080,2018-04-10,Train
2081,2018-04-11,Train
2082,2018-04-12,Train
2083,2018-04-13,Train
2084,2018-04-16,Train
2085,2018-04-17,Train
2086,2018-04-18,Train
2087,2018-04-19,Train
2088,2018-04-20,Train
2089,2018-04-23,Train
2090,2018-04-24,Train
2091,2018-04-25,Train
2092,2018-04-26,Train
2093,2018-04-27,Train
2094,2018-04-30,Train
2095,2018-05-01,Train
2096,2018-05-02,Train
2097,2018-05-03,Train
2098,2018-05-04,Train
2099,2018-05-07,Train
2100,2018-05-08,Train
2101,2018-05-09,Train
2102,2018-05-10,Train
2103,2018-05-11,Train
2104,2018-05-14,Train
2105,2018-05-15,Train
2106,2018-05-16,Train
2107,2018-05-17,Train
2108,2018-05-18,Train
2109,2018-05-21,Train
2110,2018-05-22,Train
2111,2018-05-23,Train
2112,2018-05-24,Train
2113,2018-05-25,Train
2114,2018-05-29,Train
2115,2018-05-30,Train
2116,2018-05-31,Train
2117,2018-06-01,Train
2118,2018-06-04,Train
2119,2018-06-05,Train
2120,2018-06-06,Train
2121,2018-06-07,Train
2122,2018-06-08,Train
2123,2018-06-11,Train
2124,2018-06-12,Train
2125,2018-06-13,Train
2126,2018-06-14,Train
2127,2018-06-15,Train
2128,2018-06-18,Train
2129,2018-06-19,Train
2130,2018-06-20,Train
2131,2018-06-21,Train
2132,2018-06-22,Train
2133,2018-06-25,Train
2134,2018-06-26,Train
2135,2018-06-27,Train
2136,2018-06-28,Train
2137,2018-06-29,Train
2138,2018-07-02,Train
2139,2018-07-03,Train
2140,2018-07-05,Train
2141,2018-07-06,Train
2142,2018-07-09,Train
2143,2018-07-10,Train
2144,2018-07-11,Train
2145,2018-07-12,Train
2146,2018-07-13,Train
2147,2018-07-16,Train
2148,2018-07-17,Train
2149,2018-07-18,Train
2150,2018-07-19,Train
2151,2018-07-20,Train
2152,2018-07-23,Train
2153,2018-07-24,Train
2154,2018-07-25,Train
2155,2018-07-26,Train
2156,2018-07-27,Train
2157,2018-07-30,Train
2158,2018-07-31,Train
2159,2018-08-01,Train
2160,2018-08-02,Train
2161,2018-08-03,Train
2162,2018-08-06,Train
2163,2018-08-07,Train
2164,2018-08-08,Train
2165,2018-08-09,Train
2166,2018-08-10,Train
2167,2018-08-13,Train
2168,2018-08-14,Train
2169,2018-08-15,Train
2170,2018-08-16,Train
2171,2018-08-17,Train
2172,2018-08-20,Train
2173,2018-08-21,Train
2174,2018-08-22,Train
2175,2018-08-23,Train
2176,2018-08-24,Train
2177,2018-08-27,Train
2178,2018-08-28,Train
2179,2018-08-29,Train
2180,2018-08-30,Train
2181,2018-08-31,Train
2182,2018-09-04,Train
2183,2018-09-05,Train
2184,2018-09-06,Train
2185,2018-09-07,Train
2186,2018-09-10,Train
2187,2018-09-11,Train
2188,2018-09-12,Train
2189,2018-09-13,Train
2190,2018-09-14,Train
2191,2018-09-17,Train
2192,2018-09-18,Train
2193,2018-09-19,Train
2194,2018-09-20,Train
2195,2018-09-21,Train
2196,2018-09-24,Train
2197,2018-09-25,Train
2198,2018-09-26,Train
2199,2018-09-27,Train
2200,2018-09-28,Train
2201,2018-10-01,Train
2202,2018-10-02,Train
2203,2018-10-03,Train
2204,2018-10-04,Train
2205,2018-10-05,Train
2206,2018-10-08,Train
2207,2018-10-09,Train
2208,2018-10-10,Train
2209,2018-10-11,Train
2210,2018-10-12,Train
2211,2018-10-15,Train
2212,2018-10-16,Train
2213,2018-10-17,Train
2214,2018-10-18,Train
2215,2018-10-19,Train
2216,2018-10-22,Train
2217,2018-10-23,Train
2218,2018-10-24,Train
2219,2018-10-25,Train
2220,2018-10-26,Train
2221,2018-10-29,Train
2222,2018-10-30,Train
2223,2018-10-31,Train
2224,2018-11-01,Train
2225,2018-11-02,Train
2226,2018-11-05,Train
2227,2018-11-06,Train
